category,journal_title,e_issn,impact_factor,impact_factor_raw
Agricultural and Biological Sciences,ATMOSFERA,2395-8812,1.0,1
Agricultural and Biological Sciences,Mediterranean Botany,2603-9109,1.0,1
Agricultural and Biological Sciences,Botany,1916-2804,1.0,1
Agricultural and Biological Sciences,Gazi University Journal of Science,2147-1762,1.0,1
Agricultural and Biological Sciences,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0975-6906,1.0,1
Agricultural and Biological Sciences,Phytotaxa,1179-3163,1.0,1
Agricultural and Biological Sciences,Data in Brief,2352-3409,1.0,1
Agricultural and Biological Sciences,ARCHIVES OF PHYTOPATHOLOGY AND PLANT PROTECTION,1477-2906,1.0,1
Agricultural and Biological Sciences,Journal of Korean Society for Atmospheric Environment,2383-5346,1.0,1
Agricultural and Biological Sciences,NORDIC JOURNAL OF BOTANY,1756-1051,1.0,1
Agricultural and Biological Sciences,All Life,2689-5307,1.0,1
Agricultural and Biological Sciences,Proceedings of the Estonian Academy of Sciences,1736-7530,1.0,1
Agricultural and Biological Sciences,SCIENCEASIA,N/A,1.0,1
Agricultural and Biological Sciences,BOREAL ENVIRONMENT RESEARCH,1797-2469,1.0,1
Agricultural and Biological Sciences,Journal of Environmental Engineering and Landscape Management,1822-4199,1.0,1
Agricultural and Biological Sciences,Plant Root,1881-6754,1.0,1
Agricultural and Biological Sciences,International Journal of Global Warming,1758-2091,1.0,1
Agricultural and Biological Sciences,Global NEST Journal,N/A,1.0,1
Agricultural and Biological Sciences,JOURNAL OF PSYCHOPHYSIOLOGY,2151-2124,0.9,0.9
Agricultural and Biological Sciences,Studies in Agricultural Economics,2063-0476,0.9,0.9
Agricultural and Biological Sciences,Zagadnienia Ekonomiki Rolnej,2392-3458,0.9,0.9
Agricultural and Biological Sciences,Engenharia Agricola,1809-4430,0.9,0.9
Agricultural and Biological Sciences,Historical Social Research-Historische Sozialforschung,N/A,0.9,0.9
Agricultural and Biological Sciences,Creative Industries Journal,1751-0708,0.9,0.9
Agricultural and Biological Sciences,Survey Research Methods,1864-3361,0.9,0.9
Agricultural and Biological Sciences,SEMIOTICA,1613-3692,0.9,0.9
Agricultural and Biological Sciences,INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,1572-8722,0.9,0.9
Agricultural and Biological Sciences,Journal of the South African Veterinary Association,2224-9435,0.9,0.9
Agricultural and Biological Sciences,Mathematics and Financial Economics,1862-9660,0.9,0.9
Agricultural and Biological Sciences,Open Veterinary Journal,2218-6050,0.9,0.9
Agricultural and Biological Sciences,Kinesiology,1848-638X,0.9,0.9
Agricultural and Biological Sciences,CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,0008-5286,0.9,0.9
Agricultural and Biological Sciences,Journal of Health Research,2586-940X,0.9,0.9
Agricultural and Biological Sciences,Acta Gymnica,2336-4920,0.9,0.9
Agricultural and Biological Sciences,AUSTRALASIAN PLANT PATHOLOGY,1448-6032,0.9,0.9
Agricultural and Biological Sciences,MOTOR CONTROL,1543-2696,0.9,0.9
Agricultural and Biological Sciences,PAKISTAN JOURNAL OF BOTANY,2070-3368,0.9,0.9
Agricultural and Biological Sciences,Comparative Cognition & Behavior Reviews,1911-4745,0.9,0.9
Agricultural and Biological Sciences,Gateways-International Journal of Community Research and Engagement,1836-3393,0.9,0.9
Agricultural and Biological Sciences,Acta Botanica Brasilica,1677-941X,0.9,0.9
Agricultural and Biological Sciences,AUSTRALIAN JOURNAL OF BOTANY,1444-9862,0.9,0.9
Agricultural and Biological Sciences,THEORY AND DECISION,1573-7187,0.9,0.9
Agricultural and Biological Sciences,SYSTEMATIC BOTANY,1548-2324,0.9,0.9
Agricultural and Biological Sciences,KEW BULLETIN,1874-933X,0.9,0.9
Agricultural and Biological Sciences,Botanica Serbica,1821-2638,0.9,0.9
Agricultural and Biological Sciences,GRANA,1651-2049,0.9,0.9
Agricultural and Biological Sciences,Carpathian Journal of Earth and Environmental Sciences,1844-489X,0.9,0.9
Agricultural and Biological Sciences,Atmosphere-Korea,2288-3266,0.9,0.9
Agricultural and Biological Sciences,ISRAEL JOURNAL OF PLANT SCIENCES,2223-8980,0.9,0.9
Agricultural and Biological Sciences,Social Sciences in China,1940-5952,0.9,0.9
Agricultural and Biological Sciences,Geofizika,1846-6346,0.9,0.9
Agricultural and Biological Sciences,Environmental Engineering and Management Journal,1843-3707,0.9,0.9
Agricultural and Biological Sciences,European Journal of Sustainable Development,2239-6101,0.9,0.9
Agricultural and Biological Sciences,Prisma Social,1989-3469,0.9,0.9
Agricultural and Biological Sciences,Ekonomika Poljoprivreda-Economics of Agriculture,0352-3462,0.8,0.8
Agricultural and Biological Sciences,APPLIED ENGINEERING IN AGRICULTURE,1943-7838,0.8,0.8
Agricultural and Biological Sciences,Planning Perspectives,1466-4518,0.8,0.8
Agricultural and Biological Sciences,HISTORY OF THE HUMAN SCIENCES,1461-720X,0.8,0.8
Agricultural and Biological Sciences,JOURNAL OF PHILOSOPHY OF EDUCATION,1467-9752,0.8,0.8
Agricultural and Biological Sciences,Qualitative Research Journal,1448-0980,0.8,0.8
Agricultural and Biological Sciences,Fat Studies-An Interdisciplinary Journal of Body Weight and Society,2160-486X,0.8,0.8
Agricultural and Biological Sciences,Voluntary Sector Review,2040-8064,0.8,0.8
Agricultural and Biological Sciences,CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,1928-9022,0.8,0.8
Agricultural and Biological Sciences,ANATOMIA HISTOLOGIA EMBRYOLOGIA,1439-0264,0.8,0.8
Agricultural and Biological Sciences,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,1664-2848,0.8,0.8
Agricultural and Biological Sciences,International Indigenous Policy Journal,1916-5781,0.8,0.8
Agricultural and Biological Sciences,Iranian Journal of Veterinary Research,N/A,0.8,0.8
Agricultural and Biological Sciences,EQUINE VETERINARY EDUCATION,2042-3292,0.8,0.8
Agricultural and Biological Sciences,FWU Journal of Social Sciences,1995-1272,0.8,0.8
Agricultural and Biological Sciences,Somatechnics,2044-0146,0.8,0.8
Agricultural and Biological Sciences,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,2204-0293,0.8,0.8
Agricultural and Biological Sciences,Kafkas Universitesi Veteriner Fakultesi Dergisi,1309-2251,0.8,0.8
Agricultural and Biological Sciences,Physical Activity Review,2300-5076,0.8,0.8
Agricultural and Biological Sciences,JOURNAL OF COMPARATIVE PATHOLOGY,1532-3129,0.8,0.8
Agricultural and Biological Sciences,POLISH JOURNAL OF VETERINARY SCIENCES,2300-2557,0.8,0.8
Agricultural and Biological Sciences,Journal of Motor Learning and Development,2325-3215,0.8,0.8
Agricultural and Biological Sciences,AUSTRAL JOURNAL OF VETERINARY SCIENCES,0719-8132,0.8,0.8
Agricultural and Biological Sciences,NEGOTIATION JOURNAL,1571-9979,0.8,0.8
Agricultural and Biological Sciences,Professional Case Management,1932-8095,0.8,0.8
Agricultural and Biological Sciences,Zeitschrift fur Sexualforschung,1438-9460,0.8,0.8
Agricultural and Biological Sciences,SCIENCE & SPORTS,0765-1597,0.8,0.8
Agricultural and Biological Sciences,Acta Informatica Pragensia,1805-4951,0.8,0.8
Agricultural and Biological Sciences,BIOLOGIA PLANTARUM,1573-8264,0.8,0.8
Agricultural and Biological Sciences,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES,2250-1762,0.8,0.8
Agricultural and Biological Sciences,Revista de Estudios Sociales,1900-5180,0.8,0.8
Agricultural and Biological Sciences,Universitas-Revista de Ciencias Sociales y Humanas,1390-8634,0.8,0.8
Agricultural and Biological Sciences,PESQUISA VETERINARIA BRASILEIRA,1678-5150,0.8,0.8
Agricultural and Biological Sciences,TAIWANIA,N/A,0.8,0.8
Agricultural and Biological Sciences,Biomedical Human Kinetics,2080-2234,0.8,0.8
Agricultural and Biological Sciences,BRYOLOGIST,1938-4378,0.8,0.8
Agricultural and Biological Sciences,BOTHALIA,2311-9284,0.8,0.8
Agricultural and Biological Sciences,NOVA HEDWIGIA,2363-7188,0.8,0.8
Agricultural and Biological Sciences,Journal of Operational Meteorology,2325-6184,0.8,0.8
Agricultural and Biological Sciences,NEW ZEALAND JOURNAL OF BOTANY,1175-8643,0.8,0.8
Agricultural and Biological Sciences,PHYTOCOENOLOGIA,2363-7153,0.8,0.8
Agricultural and Biological Sciences,KOREAN JOURNAL OF PLANT TAXONOMY,2466-1546,0.8,0.8
Agricultural and Biological Sciences,Idojaras,0324-6329,0.8,0.8
Agricultural and Biological Sciences,DEFENCE SCIENCE JOURNAL,0976-464X,0.8,0.8
Agricultural and Biological Sciences,History of Economics Review,1838-6318,0.8,0.8
Agricultural and Biological Sciences,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,1780-4507,0.8,0.8
Agricultural and Biological Sciences,Makara Journal of Science,2356-0851,0.8,0.8
Agricultural and Biological Sciences,Malaysian Journal of Fundamental and Applied Sciences,2289-599X,0.8,0.8
Agricultural and Biological Sciences,Panorama,2145-308X,0.8,0.8
Agricultural and Biological Sciences,German Journal of Agricultural Economics,2191-4028,0.7,0.7
Agricultural and Biological Sciences,Journal of Cotton Science,1524-3303,0.7,0.7
Agricultural and Biological Sciences,Mortality,1469-9885,0.7,0.7
Agricultural and Biological Sciences,ENTERPRISE & SOCIETY,1467-2235,0.7,0.7
Agricultural and Biological Sciences,JOURNAL OF BLACK STUDIES,1552-4566,0.7,0.7
Agricultural and Biological Sciences,ACTA VETERINARIA HUNGARICA,1588-2705,0.7,0.7
Agricultural and Biological Sciences,Ankara Universitesi Veteriner Fakultesi Dergisi,1308-2817,0.7,0.7
Agricultural and Biological Sciences,JOURNAL OF VETERINARY DENTISTRY,2470-4083,0.7,0.7
Agricultural and Biological Sciences,JOURNAL OF ZOO AND WILDLIFE MEDICINE,1937-2825,0.7,0.7
Agricultural and Biological Sciences,Subjectivity,1755-635X,0.7,0.7
Agricultural and Biological Sciences,AD ALTA-Journal of Interdisciplinary Research,1804-7890,0.7,0.7
Agricultural and Biological Sciences,RICYDE-Revista Internacional de Ciencias del Deporte,1885-3137,0.7,0.7
Agricultural and Biological Sciences,ACTA VETERINARIA-BEOGRAD,1820-7448,0.7,0.7
Agricultural and Biological Sciences,Journal of Feline Medicine and Surgery Open Reports,2055-1169,0.7,0.7
Agricultural and Biological Sciences,Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,1577-0354,0.7,0.7
Agricultural and Biological Sciences,STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,1558-3708,0.7,0.7
Agricultural and Biological Sciences,Baltic Journal of Health and Physical Activity,2080-9999,0.7,0.7
Agricultural and Biological Sciences,Maejo International Journal of Science and Technology,N/A,0.7,0.7
Agricultural and Biological Sciences,Chemistry-Didactics-Ecology-Metrology,2084-4506,0.7,0.7
Agricultural and Biological Sciences,JOURNAL OF PLANT PROTECTION RESEARCH,1899-007X,0.7,0.7
Agricultural and Biological Sciences,Indian Journal of Traditional Knowledge,0975-1068,0.7,0.7
Agricultural and Biological Sciences,Revista Virtual Universidad Catolica del Norte,2389-7333,0.7,0.7
Agricultural and Biological Sciences,ADANSONIA,1639-4798,0.7,0.7
Agricultural and Biological Sciences,Plant Science Today,2348-1900,0.7,0.7
Agricultural and Biological Sciences,Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science,N/A,0.7,0.7
Agricultural and Biological Sciences,Acta Botanica Mexicana,2448-7589,0.7,0.7
Agricultural and Biological Sciences,AMERICAN FERN JOURNAL,1938-422X,0.7,0.7
Agricultural and Biological Sciences,ANALES DEL JARDIN BOTANICO DE MADRID,1988-3196,0.7,0.7
Agricultural and Biological Sciences,Sains Malaysiana,N/A,0.7,0.7
Agricultural and Biological Sciences,ADVANCES IN COMPLEX SYSTEMS,1793-6802,0.7,0.7
Agricultural and Biological Sciences,Indian Journal of Natural Products and Resources,0976-0512,0.7,0.7
Agricultural and Biological Sciences,Zeitschrift fur Palliativmedizin,1615-293X,0.7,0.7
Agricultural and Biological Sciences,Journal of Climate Change,2395-7697,0.7,0.7
Agricultural and Biological Sciences,Journal of Elementology,1644-2296,0.7,0.7
Agricultural and Biological Sciences,JOURNAL OF THE TORREY BOTANICAL SOCIETY,1940-0616,0.7,0.7
Agricultural and Biological Sciences,Mausam,0252-9416,0.7,0.7
Agricultural and Biological Sciences,Technology and Innovation,1949-825X,0.7,0.7
Agricultural and Biological Sciences,INMATEH-Agricultural Engineering,2068-2239,0.6,0.6
Agricultural and Biological Sciences,Revista de Historia Economica,2041-3335,0.6,0.6
Agricultural and Biological Sciences,JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES,1520-6696,0.6,0.6
Agricultural and Biological Sciences,History of Education Review,0819-8691,0.6,0.6
Agricultural and Biological Sciences,Chronic Wound Care Management and Research,2324-481X,0.6,0.6
Agricultural and Biological Sciences,Measurement-Interdisciplinary Research and Perspectives,1536-6359,0.6,0.6
Agricultural and Biological Sciences,European Journal of the History of Economic Thought,1469-5936,0.6,0.6
Agricultural and Biological Sciences,SOCIETY & ANIMALS,1568-5306,0.6,0.6
Agricultural and Biological Sciences,Comparative Exercise Physiology,1755-2559,0.6,0.6
Agricultural and Biological Sciences,American Journal of Play,1938-0402,0.6,0.6
Agricultural and Biological Sciences,International Journal of Play,2159-4953,0.6,0.6
Agricultural and Biological Sciences,VETERINARNI MEDICINA,1805-9392,0.6,0.6
Agricultural and Biological Sciences,INRAE Productions Animales,2824-3633,0.6,0.6
Agricultural and Biological Sciences,Journal of Time Series Econometrics,1941-1928,0.6,0.6
Agricultural and Biological Sciences,ACTA VETERINARIA BRNO,1801-7576,0.6,0.6
Agricultural and Biological Sciences,SPORTVERLETZUNG-SPORTSCHADEN,1439-1236,0.6,0.6
Agricultural and Biological Sciences,FISH PATHOLOGY,1881-7335,0.6,0.6
Agricultural and Biological Sciences,Games,2073-4336,0.6,0.6
Agricultural and Biological Sciences,International Journal of Happiness and Development,2049-2804,0.6,0.6
Agricultural and Biological Sciences,Journal of Plant Registrations,1940-3496,0.6,0.6
Agricultural and Biological Sciences,Nonlinear Dynamics Psychology and Life Sciences,1573-6652,0.6,0.6
Agricultural and Biological Sciences,Journal of Sports Analytics,2215-0218,0.6,0.6
Agricultural and Biological Sciences,Movimento,1982-8918,0.6,0.6
Agricultural and Biological Sciences,Australasian Plant Disease Notes,1833-928X,0.6,0.6
Agricultural and Biological Sciences,Interdisciplinary Description of Complex Systems,1334-4676,0.6,0.6
Agricultural and Biological Sciences,International Journal of the Inclusive Museum,1835-2022,0.6,0.6
Agricultural and Biological Sciences,ISOKINETICS AND EXERCISE SCIENCE,1878-5913,0.6,0.6
Agricultural and Biological Sciences,Journal of Animal and Plant Sciences-JAPS,2309-8694,0.6,0.6
Agricultural and Biological Sciences,MEDICINA DELLO SPORT,1827-1863,0.6,0.6
Agricultural and Biological Sciences,SOCIAL RESEARCH,0037-783X,0.6,0.6
Agricultural and Biological Sciences,Atti Accademia Peloritana dei Pericolanti-Classe di Scienze Fisiche Matematiche e Naturali,1825-1242,0.6,0.6
Agricultural and Biological Sciences,BRITTONIA,1938-436X,0.6,0.6
Agricultural and Biological Sciences,Science of Gymnastics Journal,1855-7171,0.6,0.6
Agricultural and Biological Sciences,Uniciencia,2215-3470,0.6,0.6
Agricultural and Biological Sciences,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,N/A,0.6,0.6
Agricultural and Biological Sciences,JOURNAL OF AVIAN MEDICINE AND SURGERY,1938-2871,0.6,0.6
Agricultural and Biological Sciences,Pertanika Journal of Social Science and Humanities,2231-8534,0.6,0.6
Agricultural and Biological Sciences,BLUMEA,0373-4293,0.6,0.6
Agricultural and Biological Sciences,Hacquetia,1854-9829,0.6,0.6
Agricultural and Biological Sciences,ANNALES BOTANICI FENNICI,1797-2442,0.6,0.6
Agricultural and Biological Sciences,HERZOGIA,N/A,0.6,0.6
Agricultural and Biological Sciences,Bangladesh Journal of Plant Taxonomy,2224-7297,0.6,0.6
Agricultural and Biological Sciences,CANDOLLEA,N/A,0.6,0.6
Agricultural and Biological Sciences,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1785-0037,0.6,0.6
Agricultural and Biological Sciences,Boletin de la Sociedad Argentina de Botanica,1851-2372,0.6,0.6
Agricultural and Biological Sciences,Poljoprivreda,1848-8080,0.5,0.5
Agricultural and Biological Sciences,African Journal of Agricultural and Resource Economics-AFJARE,1993-3738,0.4,0.4
Agricultural and Biological Sciences,AMA-Agricultural Mechanization in Asia Africa and Latin America,N/A,0.4,0.4
Agricultural and Biological Sciences,Cuadernos de Neuropsicologia-Panamerican Journal of Neuropsychology,0718-4123,0.3,0.3
Agricultural and Biological Sciences,Australasian Agribusiness Review,1442-6951,0.3,0.3
Agricultural and Biological Sciences,Journal of Agricultural Machinery,2423-3943,0.3,0.3
Agricultural and Biological Sciences,Revista Chilena de Neuropsicologia,0718-4913,0.1,<0.1
Agricultural and Biological Sciences,Agricultura Sociedad y Desarrollo,2594-0244,0.1,0.1
Agricultural and Biological Sciences,AUSTRALIAN FARM BUSINESS MANAGEMENT JOURNAL,1449-7875,0.1,<0.1
Arts and Humanities,Historic Environment-Policy & Practice,1756-7513,2.3,2.3
Arts and Humanities,ACM Journal on Computing and Cultural Heritage,1556-4711,2.1,2.1
Arts and Humanities,Biosemiotics,1875-1350,2.1,2.1
Arts and Humanities,Journal of Conservation and Museum Studies,1364-0429,2.0,2
Arts and Humanities,Women-A Cultural Review,1470-1367,2.0,2
Arts and Humanities,SCIRES-IT-SCIentific RESearch and Information Technology,2239-4303,1.6,1.6
Arts and Humanities,Museum Management and Curatorship,1872-9185,1.4,1.4
Arts and Humanities,Grotiana,1876-0759,1.4,1.4
Arts and Humanities,SLAVIC REVIEW,2325-7784,1.3,1.3
Arts and Humanities,Environmental Humanities,2201-1919,1.2,1.2
Arts and Humanities,Medical Humanities,1473-4265,1.2,1.2
Arts and Humanities,Journal of Medical Humanities,1573-3645,1.2,1.2
Arts and Humanities,Cogent Arts & Humanities,2331-1983,1.1,1.1
Arts and Humanities,Southern African Humanities,N/A,1.1,1.1
Arts and Humanities,SOUNDINGS,2161-6302,1.1,1.1
Arts and Humanities,Sign Systems Studies,1736-7409,1.0,1
Arts and Humanities,Senses & Society,1745-8935,1.0,1
Arts and Humanities,Curator-The Museum Journal,2151-6952,1.0,1
Arts and Humanities,Journal of Holy Land and Palestine Studies,2054-1996,1.0,1
Arts and Humanities,UNIVERSITY OF TORONTO QUARTERLY,1712-5278,1.0,1
